p_t,ce,fl,gfl_tau0.3,gfl_q_tau0.3,gfl_tau1.0,gfl_q_tau1.0,gfl_tau2.0,gfl_q_tau2.0,gfl_tau5.0,gfl_q_tau5.0
0.7893325686454773,0.22114264965057373,0.027213113382458687,0.026629947125911713,0.02382318116724491,0.025348762050271034,0.02266383171081543,0.02369176782667637,0.021165186539292336,0.019685208797454834,0.01754567213356495
0.8188251256942749,0.19002503156661987,0.017507072538137436,0.01722753420472145,0.015682758763432503,0.016603898257017136,0.015109547413885593,0.015777071937918663,0.014349817298352718,0.013674038462340832,0.012418855912983418
0.9998005032539368,0.0002183174656238407,2.606640944757821e-11,2.606640944757821e-11,2.6062480298905122e-11,2.606640424340778e-11,2.6062478564181646e-11,2.6066402508684305e-11,2.6062475094734694e-11,2.60663955697904e-11,2.6062469890564266e-11
0.96123868227005,0.05049910396337509,0.00022463589266408235,0.00022446770162787288,0.00022036020527593791,0.00022407608048524708,0.00021997503063175827,0.00022351856750901788,0.0002194267144659534,0.00022186002752278,0.00021779545932076871
0.999010443687439,0.0012723293621093035,3.736377429675031e-09,3.736376097407401e-09,3.7346898906776005e-09,3.736371656515303e-09,3.734685005696292e-09,3.736365883355575e-09,3.734679232536564e-09,3.736346787519551e-09,3.73466058078975e-09
0.8118541240692139,0.19737018644809723,0.019554322585463524,0.019218171015381813,0.017424071207642555,0.018470807000994682,0.016739627346396446,0.01748546026647091,0.015837566927075386,0.015008078888058662,0.013571426272392273
0.8194804787635803,0.18938995897769928,0.017327168956398964,0.017052460461854935,0.01552927028387785,0.016439400613307953,0.01496559102088213,0.015626173466444016,0.014218103140592575,0.013555514626204967,0.012316196225583553
0.9999865293502808,1.4709559764014557e-05,7.96022251478394e-15,7.96022251478394e-15,7.953515707907581e-15,7.96022251478394e-15,7.953515707907581e-15,7.96022251478394e-15,7.953515707907581e-15,7.96022251478394e-15,7.953515707907581e-15
0.9999933242797852,7.34934292268008e-06,9.825691243641843e-16,9.825691243641843e-16,9.792276852663845e-16,9.825691243641843e-16,9.792276852663845e-16,9.825691243641843e-16,9.792276852663845e-16,9.825691243641843e-16,9.792276852663845e-16
0.8206385374069214,0.18815991282463074,0.01700245775282383,0.01673627272248268,0.01525153499096632,0.016141898930072784,0.014704709872603416,0.015352749265730381,0.013978908769786358,0.013339578174054623,0.012128659524023533
0.9996718168258667,0.0003498137812130153,1.1301949653930166e-10,1.1301949653930166e-10,1.1299194219160924e-10,1.1301948266151385e-10,1.1299192831382143e-10,1.1301946184483214e-10,1.1299190055824582e-10,1.130193924558931e-10,1.1299182423041287e-10
0.9960469603538513,0.005485994275659323,2.5683598892101145e-07,2.568339994013513e-07,2.563592147453164e-07,2.568293098192953e-07,2.56354496741551e-07,2.5682263071757916e-07,2.563478744832537e-07,2.568025649907213e-07,2.563278087563958e-07
0.9999748468399048,2.7753789254347794e-05,5.267659951898457e-14,5.267659951898457e-14,5.2629175838333694e-14,5.267659951898457e-14,5.2629175838333694e-14,5.267659951898457e-14,5.2629175838333694e-14,5.267659951898457e-14,5.2629175838333694e-14
0.9998974800109863,0.00010978874342981726,3.4613987023868198e-12,3.4613987023868198e-12,3.4614342642180773e-12,3.4613987023868198e-12,3.4614342642180773e-12,3.4613987023868198e-12,3.4614342642180773e-12,3.4613987023868198e-12,3.4614338305372083e-12
0.9617169499397278,0.04973991960287094,0.00021586813090834767,0.00021571044635493308,0.00021181262854952365,0.00021534327242989093,0.00021145142090972513,0.00021482058218680322,0.00021093724353704602,0.00021326527348719537,0.0002094072406180203
0.9995489716529846,0.0004919851780869067,3.0019245422785445e-10,3.0019242647227884e-10,3.001304205163535e-10,3.001923709611276e-10,3.001303372496267e-10,3.0019225993882515e-10,3.0013025398289983e-10,3.0019192687191776e-10,3.0012989316041683e-10
0.9636076092720032,0.04754455387592316,0.00018658459885045886,0.00018646141688805073,0.00018326001008972526,0.0001861745404312387,0.00018297755741514266,0.00018576596630737185,0.0001825752988224849,0.00018454930977895856,0.0001813774579204619
0.7946676015853882,0.21541081368923187,0.02523861452937126,0.024724092334508896,0.022189220413565636,0.023590385913848877,0.02116037718951702,0.02211720682680607,0.01982409879565239,0.01852126605808735,0.016565782949328423
0.9999749660491943,2.853366095223464e-05,5.3474484226507385e-14,5.3474484226507385e-14,5.335326364735993e-14,5.3474484226507385e-14,5.335326364735993e-14,5.3474484226507385e-14,5.335326364735993e-14,5.3474484226507385e-14,5.335326364735993e-14
0.999842643737793,0.00019024794164579362,1.4122824437690085e-11,1.4122824437690085e-11,1.4117952466807804e-11,1.4122824437690085e-11,1.4117952466807804e-11,1.4122824437690085e-11,1.4117951599446066e-11,1.412282183560487e-11,1.4117950732084328e-11
0.9999901056289673,1.0855725122382864e-05,3.1882487423658947e-15,3.1882487423658947e-15,3.184593371682019e-15,3.1882487423658947e-15,3.184593371682019e-15,3.1882487423658947e-15,3.184593371682019e-15,3.1882487423658947e-15,3.184593371682019e-15
0.9999836683273315,1.7272652257815935e-05,1.3820842629803497e-14,1.3820842629803497e-14,1.3830473394413779e-14,1.3820842629803497e-14,1.3830473394413779e-14,1.3820842629803497e-14,1.3830473394413779e-14,1.3820842629803497e-14,1.3830473394413779e-14
0.999702513217926,0.00033703443477861583,8.946634405537779e-11,8.946634405537779e-11,8.946218071903544e-11,8.946631629980217e-11,8.946216684124764e-11,8.946631629980217e-11,8.946216684124764e-11,8.946626078865094e-11,8.94621113300964e-11
0.9996824264526367,0.0003623730153776705,1.0960433255435831e-10,1.0960433255435831e-10,1.0956865970079832e-10,1.096043117376766e-10,1.0956863888411661e-10,1.0960429092099488e-10,1.095686180674349e-10,1.0960425622652537e-10,1.0956856949517757e-10
0.7899507880210876,0.22045478224754333,0.02697649598121643,0.02640169858932495,0.023627789691090584,0.025138456374406815,0.022484295070171356,0.02350376546382904,0.02100532129406929,0.019546784460544586,0.017429349943995476
0.8061469793319702,0.20337645709514618,0.021340245380997658,0.020951341837644577,0.018931923434138298,0.02008921280503273,0.018144741654396057,0.018957890570163727,0.017112182453274727,0.016140850260853767,0.014543356373906136
0.9179534316062927,0.10284429043531418,0.0020185098983347416,0.002011774107813835,0.0019327880581840873,0.0019962044898420572,0.0019177687354385853,0.001974311424419284,0.0018966504139825702,0.001911005238071084,0.0018355879001319408
0.9884476065635681,0.013009943999350071,5.188659997656941e-06,5.188313934922917e-06,5.160222372069256e-06,5.187506758375093e-06,5.15941883350024e-06,5.186354883335298e-06,5.1582715059339534e-06,5.182898803468561e-06,5.154834070708603e-06
